m_interview,a_interview,m_naissance,a_naissance,age,etude
8,2001,1,1955,46,0
8,2001,1,1955,46,0
8,2001,1,1955,46,0
8,2001,7,1961,40,0
8,2001,7,1961,40,0
8,2001,7,1961,40,0
8,2001,7,1961,40,0
8,2001,7,1961,40,0
8,2001,7,1961,40,0
8,2001,7,1961,40,0
8,2001,7,1961,40,0
8,2001,7,1961,40,0
8,2001,7,1961,40,0
8,2001,11,1965,35,0
8,2001,11,1965,35,0
8,2001,11,1965,35,0
8,2001,11,1965,35,0
8,2001,11,1965,35,0
8,2001,11,1965,35,0
8,2001,2,1959,42,0
8,2001,2,1959,42,0
8,2001,2,1959,42,0
8,2001,2,1959,42,0
8,2001,2,1959,42,0
8,2001,2,1959,42,0
8,2001,2,1959,42,0
8,2001,2,1959,42,0
8,2001,2,1959,42,0
8,2001,2,1959,42,0
8,2001,2,1959,42,0
8,2001,2,1959,42,0
8,2001,4,1971,30,0
8,2001,4,1971,30,0
8,2001,4,1971,30,0
8,2001,4,1971,30,0
8,2001,4,1971,30,0
8,2001,2,1981,20,0
8,2001,2,1981,20,0
8,2001,9,1965,35,0
8,2001,9,1965,35,0
8,2001,9,1965,35,0
8,2001,6,1973,28,0
8,2001,6,1973,28,0
8,2001,4,1973,28,0
8,2001,4,1973,28,0
8,2001,4,1973,28,0
8,2001,4,1973,28,0
8,2001,4,1973,28,0
8,2001,5,1972,29,0
8,2001,2,1986,15,0
8,2001,1,1963,38,0
8,2001,1,1963,38,0
8,2001,1,1963,38,0
8,2001,1,1963,38,0
8,2001,1,1963,38,0
8,2001,1,1963,38,0
9,2001,10,1971,29,1
9,2001,10,1971,29,1
9,2001,4,1974,27,1
9,2001,4,1974,27,1
9,2001,4,1974,27,1
9,2001,7,1979,22,1
9,2001,7,1979,22,1
9,2001,10,1976,24,0
9,2001,6,1970,31,2
9,2001,3,1976,25,1
9,2001,2,1968,33,1
9,2001,2,1968,33,1
9,2001,2,1968,33,1
9,2001,2,1968,33,1
9,2001,3,1956,45,0
9,2001,3,1956,45,0
9,2001,7,1974,27,1
9,2001,7,1974,27,1
9,2001,7,1974,27,1
9,2001,7,1974,27,1
9,2001,7,1974,27,1
9,2001,7,1974,27,1
9,2001,8,1966,35,0
9,2001,8,1966,35,0
9,2001,8,1966,35,0
9,2001,8,1966,35,0
9,2001,11,1971,29,0
9,2001,11,1971,29,0
9,2001,11,1971,29,0
9,2001,11,1971,29,0
9,2001,6,1970,31,1
9,2001,6,1970,31,1
9,2001,6,1970,31,1
9,2001,11,1981,19,2
9,2001,10,1959,41,0
9,2001,10,1959,41,0
9,2001,1,1965,36,2
9,2001,1,1965,36,2
9,2001,11,1968,32,1
9,2001,11,1971,29,1
9,2001,10,1962,38,1
9,2001,10,1962,38,1
9,2001,10,1962,38,1
9,2001,10,1962,38,1
9,2001,3,1956,45,2
9,2001,3,1956,45,2
9,2001,3,1956,45,2
9,2001,3,1956,45,2
9,2001,3,1956,45,2
9,2001,3,1956,45,2
9,2001,9,1976,25,1
9,2001,9,1976,25,1
9,2001,3,1979,22,2
9,2001,3,1972,29,0
9,2001,8,1973,28,1
9,2001,6,1966,35,1
9,2001,6,1966,35,1
9,2001,6,1966,35,1
9,2001,2,1964,37,1
9,2001,2,1964,37,1
9,2001,2,1964,37,1
9,2001,2,1964,37,1
9,2001,2,1964,37,1
9,2001,12,1973,27,1
9,2001,12,1973,27,1
9,2001,12,1973,27,1
9,2001,6,1973,28,0
9,2001,6,1973,28,0
9,2001,6,1973,28,0
9,2001,4,1964,37,0
9,2001,4,1964,37,0
9,2001,4,1964,37,0
9,2001,4,1964,37,0
9,2001,4,1964,37,0
9,2001,4,1964,37,0
9,2001,10,1971,29,1
9,2001,10,1971,29,1
9,2001,10,1971,29,1
9,2001,10,1971,29,1
9,2001,3,1970,31,1
9,2001,3,1970,31,1
9,2001,3,1970,31,1
9,2001,3,1970,31,1
9,2001,3,1969,32,0
9,2001,3,1969,32,0
9,2001,3,1969,32,0
9,2001,3,1969,32,0
9,2001,10,1970,30,0
9,2001,10,1970,30,0
9,2001,2,1971,30,0
9,2001,2,1971,30,0
9,2001,2,1971,30,0
9,2001,2,1971,30,0
9,2001,2,1971,30,0
9,2001,7,1973,28,0
9,2001,7,1973,28,0
9,2001,7,1973,28,0
9,2001,10,1968,32,2
9,2001,10,1968,32,2
9,2001,10,1968,32,2
9,2001,10,1968,32,2
9,2001,11,1974,26,1
9,2001,2,1968,33,0
9,2001,12,1965,35,0
9,2001,12,1965,35,0
9,2001,12,1965,35,0
9,2001,12,1965,35,0
9,2001,5,1961,40,0
9,2001,5,1961,40,0
9,2001,5,1961,40,0
9,2001,5,1961,40,0
9,2001,10,1974,26,1
9,2001,8,1966,35,2
9,2001,8,1966,35,2
9,2001,8,1966,35,2
9,2001,8,1966,35,2
9,2001,8,1966,35,2
9,2001,4,1983,18,0
9,2001,4,1983,18,0
9,2001,5,1961,40,0
9,2001,5,1961,40,0
9,2001,5,1961,40,0
9,2001,5,1961,40,0
9,2001,5,1961,40,0
9,2001,5,1961,40,0
9,2001,5,1961,40,0
9,2001,5,1961,40,0
9,2001,5,1961,40,0
9,2001,5,1961,40,0
9,2001,5,1961,40,0
9,2001,5,1961,40,0
9,2001,5,1961,40,0
9,2001,5,1961,40,0
9,2001,8,1965,36,0
9,2001,8,1965,36,0
9,2001,8,1965,36,0
9,2001,8,1965,36,0
9,2001,8,1965,36,0
9,2001,8,1965,36,0
9,2001,12,1965,35,0
9,2001,12,1965,35,0
9,2001,12,1965,35,0
9,2001,12,1965,35,0
9,2001,12,1965,35,0
9,2001,12,1965,35,0
9,2001,12,1965,35,0
9,2001,2,1978,23,0
9,2001,2,1978,23,0
9,2001,2,1978,23,0
9,2001,2,1978,23,0
9,2001,11,1971,29,0
9,2001,11,1971,29,0
9,2001,11,1971,29,0
9,2001,11,1971,29,0
9,2001,11,1971,29,0
9,2001,11,1971,29,0
9,2001,12,1975,25,0
9,2001,12,1975,25,0
9,2001,2,1983,18,0
9,2001,10,1960,40,0
9,2001,10,1960,40,0
9,2001,10,1960,40,0
9,2001,10,1960,40,0
9,2001,10,1960,40,0
9,2001,12,1980,20,0
9,2001,3,1961,40,0
9,2001,3,1961,40,0
9,2001,3,1961,40,0
9,2001,3,1961,40,0
9,2001,3,1961,40,0
9,2001,3,1961,40,0
9,2001,3,1961,40,0
9,2001,5,1958,43,1
9,2001,5,1958,43,1
9,2001,5,1958,43,1
9,2001,5,1958,43,1
9,2001,5,1958,43,1
9,2001,5,1958,43,1
9,2001,5,1958,43,1
9,2001,9,1978,23,0
9,2001,9,1978,23,0
9,2001,9,1978,23,0
9,2001,8,1977,24,0
9,2001,2,1966,35,0
9,2001,2,1966,35,0
9,2001,4,1973,28,0
9,2001,4,1973,28,0
9,2001,4,1973,28,0
9,2001,4,1973,28,0
9,2001,4,1973,28,0
9,2001,7,1976,25,0
9,2001,7,1976,25,0
9,2001,7,1966,35,0
9,2001,7,1966,35,0
9,2001,7,1966,35,0
9,2001,7,1966,35,0
9,2001,7,1966,35,0
9,2001,7,1966,35,0
9,2001,7,1966,35,0
9,2001,7,1966,35,0
9,2001,7,1966,35,0
9,2001,10,1973,27,0
9,2001,10,1973,27,0
9,2001,10,1973,27,0
9,2001,10,1973,27,0
9,2001,4,1966,35,0
9,2001,4,1966,35,0
9,2001,4,1966,35,0
9,2001,4,1966,35,0
9,2001,4,1966,35,0
9,2001,5,1974,27,0
9,2001,5,1974,27,0
9,2001,5,1974,27,0
9,2001,7,1981,20,0
9,2001,7,1981,20,0
9,2001,11,1975,25,0
9,2001,11,1975,25,0
9,2001,2,1964,37,1
9,2001,2,1964,37,1
9,2001,2,1964,37,1
9,2001,2,1964,37,1
9,2001,11,1980,20,0
9,2001,3,1957,44,0
9,2001,3,1957,44,0
9,2001,3,1957,44,0
9,2001,3,1957,44,0
9,2001,3,1957,44,0
9,2001,3,1957,44,0
9,2001,3,1957,44,0
9,2001,3,1957,44,0
9,2001,11,1979,21,1
9,2001,1,1954,47,1
9,2001,1,1954,47,1
9,2001,1,1954,47,1
9,2001,1,1954,47,1
9,2001,1,1954,47,1
9,2001,1,1954,47,1
9,2001,1,1954,47,1
9,2001,1,1954,47,1
9,2001,1,1954,47,1
9,2001,1,1954,47,1
9,2001,5,1975,26,1
9,2001,4,1979,22,0
9,2001,12,1951,49,0
9,2001,12,1951,49,0
9,2001,12,1951,49,0
9,2001,12,1951,49,0
9,2001,12,1951,49,0
9,2001,12,1951,49,0
9,2001,9,1968,33,2
9,2001,12,1965,35,0
9,2001,12,1965,35,0
9,2001,12,1965,35,0
9,2001,12,1965,35,0
9,2001,12,1965,35,0
9,2001,4,1959,42,2
9,2001,4,1959,42,2
9,2001,4,1959,42,2
9,2001,7,1975,26,1
9,2001,7,1975,26,1
9,2001,2,1973,28,0
9,2001,2,1973,28,0
9,2001,2,1973,28,0
9,2001,2,1973,28,0
9,2001,2,1973,28,0
9,2001,7,1976,25,0
9,2001,7,1976,25,0
9,2001,2,1974,27,1
9,2001,2,1974,27,1
9,2001,3,1977,24,2
9,2001,1,1971,30,0
9,2001,1,1971,30,0
9,2001,1,1971,30,0
9,2001,1,1971,30,0
9,2001,1,1971,30,0
9,2001,2,1979,22,1
9,2001,1,1961,40,2
9,2001,1,1961,40,2
9,2001,1,1961,40,2
9,2001,1,1961,40,2
9,2001,1,1961,40,2
9,2001,5,1965,36,1
9,2001,2,1973,28,1
9,2001,2,1973,28,1
9,2001,2,1973,28,1
9,2001,5,1970,31,0
9,2001,5,1970,31,0
9,2001,5,1970,31,0
9,2001,5,1970,31,0
9,2001,2,1952,49,0
9,2001,2,1952,49,0
9,2001,2,1952,49,0
9,2001,2,1952,49,0
9,2001,2,1952,49,0
9,2001,2,1952,49,0
9,2001,2,1952,49,0
9,2001,2,1952,49,0
9,2001,2,1978,23,1
9,2001,2,1978,23,1
9,2001,9,1952,49,1
9,2001,9,1952,49,1
9,2001,9,1952,49,1
9,2001,9,1952,49,1
9,2001,9,1952,49,1
9,2001,6,1969,32,1
9,2001,6,1969,32,1
9,2001,10,1980,20,0
9,2001,10,1960,40,0
9,2001,10,1960,40,0
9,2001,10,1960,40,0
9,2001,10,1960,40,0
9,2001,10,1960,40,0
9,2001,10,1960,40,0
9,2001,10,1960,40,0
9,2001,10,1960,40,0
9,2001,10,1960,40,0
9,2001,10,1960,40,0
8,2001,5,1970,31,1
8,2001,5,1970,31,1
8,2001,7,1983,18,0
8,2001,9,1982,18,0
8,2001,9,1982,18,0
8,2001,10,1962,38,0
8,2001,10,1962,38,0
8,2001,10,1962,38,0
8,2001,10,1962,38,0
8,2001,10,1980,20,1
8,2001,5,1976,25,0
8,2001,5,1976,25,0
8,2001,5,1976,25,0
8,2001,5,1976,25,0
8,2001,5,1976,25,0
8,2001,7,1971,30,0
8,2001,7,1971,30,0
8,2001,7,1971,30,0
8,2001,7,1971,30,0
8,2001,7,1971,30,0
8,2001,7,1971,30,0
8,2001,10,1980,20,0
8,2001,10,1980,20,0
8,2001,12,1970,30,0
8,2001,12,1970,30,0
8,2001,12,1970,30,0
8,2001,12,1970,30,0
8,2001,12,1970,30,0
8,2001,10,1963,37,1
8,2001,10,1963,37,1
8,2001,10,1963,37,1
8,2001,10,1963,37,1
8,2001,10,1963,37,1
8,2001,6,1969,32,2
8,2001,6,1969,32,2
8,2001,6,1969,32,2
8,2001,6,1969,32,2
8,2001,5,1977,24,0
8,2001,5,1977,24,0
8,2001,5,1977,24,0
8,2001,2,1970,31,1
8,2001,2,1964,37,0
8,2001,2,1964,37,0
8,2001,2,1964,37,0
8,2001,2,1964,37,0
8,2001,2,1964,37,0
8,2001,8,1976,25,0
8,2001,8,1976,25,0
8,2001,8,1976,25,0
8,2001,8,1976,25,0
8,2001,8,1976,25,0
8,2001,10,1955,45,0
8,2001,10,1955,45,0
8,2001,10,1955,45,0
8,2001,10,1955,45,0
8,2001,10,1955,45,0
8,2001,10,1955,45,0
8,2001,10,1955,45,0
8,2001,10,1955,45,0
8,2001,10,1955,45,0
8,2001,10,1955,45,0
8,2001,10,1960,40,0
8,2001,10,1960,40,0
8,2001,10,1960,40,0
8,2001,10,1960,40,0
8,2001,10,1960,40,0
8,2001,10,1960,40,0
8,2001,10,1960,40,0
8,2001,10,1960,40,0
8,2001,10,1960,40,0
8,2001,10,1960,40,0
8,2001,10,1960,40,0
8,2001,3,1981,20,0
8,2001,3,1981,20,0
8,2001,9,1975,25,1
8,2001,9,1975,25,1
8,2001,9,1975,25,1
9,2001,5,1954,47,0
9,2001,5,1954,47,0
9,2001,5,1954,47,0
9,2001,5,1954,47,0
9,2001,5,1954,47,0
9,2001,5,1954,47,0
9,2001,5,1954,47,0
9,2001,5,1954,47,0
9,2001,5,1954,47,0
9,2001,4,1963,38,0
9,2001,4,1963,38,0
9,2001,4,1963,38,0
9,2001,4,1963,38,0
9,2001,4,1963,38,0
9,2001,4,1963,38,0
9,2001,4,1963,38,0
9,2001,4,1963,38,0
9,2001,4,1963,38,0
9,2001,4,1983,18,0
9,2001,5,1981,20,0
9,2001,5,1981,20,0
9,2001,6,1971,30,0
9,2001,6,1971,30,0
9,2001,6,1971,30,0
9,2001,6,1971,30,0
9,2001,12,1960,40,1
9,2001,12,1960,40,1
9,2001,12,1960,40,1
9,2001,12,1960,40,1
9,2001,10,1980,20,1
9,2001,4,1958,43,1
9,2001,4,1958,43,1
9,2001,4,1958,43,1
9,2001,4,1958,43,1
9,2001,4,1958,43,1
9,2001,4,1958,43,1
9,2001,4,1958,43,1
9,2001,7,1983,18,0
9,2001,7,1966,35,0
9,2001,7,1966,35,0
9,2001,7,1966,35,0
9,2001,7,1966,35,0
9,2001,7,1966,35,0
9,2001,7,1966,35,0
9,2001,7,1966,35,0
9,2001,5,1976,25,0
9,2001,8,1956,45,0
9,2001,8,1956,45,0
9,2001,8,1956,45,0
9,2001,8,1956,45,0
9,2001,8,1956,45,0
9,2001,8,1956,45,0
9,2001,8,1956,45,0
9,2001,8,1956,45,0
9,2001,8,1956,45,0
9,2001,8,1974,27,0
9,2001,8,1974,27,0
8,2001,9,1970,30,0
8,2001,9,1970,30,0
8,2001,9,1970,30,0
8,2001,7,1965,36,0
8,2001,7,1965,36,0
8,2001,7,1965,36,0
8,2001,7,1965,36,0
8,2001,7,1965,36,0
8,2001,7,1965,36,0
8,2001,7,1965,36,0
8,2001,7,1965,36,0
8,2001,7,1965,36,0
8,2001,7,1965,36,0
8,2001,4,1982,19,0
8,2001,3,1961,40,0
8,2001,3,1961,40,0
8,2001,3,1961,40,0
8,2001,3,1961,40,0
8,2001,3,1961,40,0
8,2001,9,1958,42,1
8,2001,9,1958,42,1
8,2001,9,1958,42,1
8,2001,9,1958,42,1
8,2001,9,1958,42,1
8,2001,9,1958,42,1
8,2001,9,1958,42,1
8,2001,9,1958,42,1
8,2001,9,1958,42,1
8,2001,10,1983,17,0
8,2001,7,1953,48,0
8,2001,7,1953,48,0
8,2001,7,1953,48,0
8,2001,7,1953,48,0
8,2001,7,1953,48,0
8,2001,7,1953,48,0
8,2001,4,1963,38,0
8,2001,4,1963,38,0
8,2001,4,1963,38,0
8,2001,4,1963,38,0
8,2001,4,1963,38,0
8,2001,4,1963,38,0
8,2001,4,1963,38,0
8,2001,4,1963,38,0
8,2001,4,1963,38,0
8,2001,10,1983,17,0
8,2001,2,1968,33,0
8,2001,2,1968,33,0
8,2001,2,1968,33,0
8,2001,10,1970,30,0
8,2001,10,1970,30,0
8,2001,10,1970,30,0
8,2001,10,1970,30,0
8,2001,10,1970,30,0
8,2001,12,1980,20,0
8,2001,12,1980,20,0
8,2001,12,1980,20,0
8,2001,12,1960,40,0
8,2001,12,1960,40,0
8,2001,12,1960,40,0
8,2001,12,1960,40,0
8,2001,12,1960,40,0
8,2001,12,1960,40,0
8,2001,12,1960,40,0
8,2001,12,1960,40,0
8,2001,12,1960,40,0
8,2001,5,1964,37,0
8,2001,5,1964,37,0
8,2001,5,1964,37,0
8,2001,11,1975,25,0
8,2001,11,1975,25,0
8,2001,7,1985,16,0
8,2001,6,1956,45,0
8,2001,6,1956,45,0
8,2001,6,1956,45,0
8,2001,6,1956,45,0
8,2001,6,1956,45,0
8,2001,6,1956,45,0
8,2001,6,1956,45,0
8,2001,6,1956,45,0
8,2001,6,1956,45,0
8,2001,6,1956,45,0
8,2001,6,1956,45,0
8,2001,6,1956,45,0
8,2001,11,1960,40,0
8,2001,11,1960,40,0
8,2001,11,1960,40,0
8,2001,11,1960,40,0
8,2001,11,1960,40,0
8,2001,11,1960,40,0
8,2001,11,1960,40,0
8,2001,11,1960,40,0
8,2001,10,1975,25,0
8,2001,10,1975,25,0
8,2001,10,1975,25,0
10,2001,8,1969,32,0
10,2001,8,1969,32,0
10,2001,8,1969,32,0
10,2001,8,1969,32,0
10,2001,8,1969,32,0
10,2001,8,1969,32,0
10,2001,3,1974,27,0
10,2001,3,1974,27,0
10,2001,3,1974,27,0
10,2001,2,1974,27,0
10,2001,2,1974,27,0
10,2001,5,1971,30,0
10,2001,5,1971,30,0
10,2001,5,1971,30,0
10,2001,5,1971,30,0
10,2001,5,1971,30,0
10,2001,2,1976,25,0
10,2001,2,1976,25,0
10,2001,2,1976,25,0
10,2001,2,1976,25,0
10,2001,6,1965,36,0
10,2001,6,1965,36,0
10,2001,6,1965,36,0
10,2001,6,1965,36,0
10,2001,6,1965,36,0
10,2001,6,1965,36,0
10,2001,6,1965,36,0
10,2001,3,1981,20,1
10,2001,3,1981,20,1
10,2001,3,1971,30,0
10,2001,3,1971,30,0
10,2001,3,1971,30,0
10,2001,3,1971,30,0
10,2001,7,1979,22,1
10,2001,7,1979,22,1
10,2001,7,1979,22,1
10,2001,7,1979,22,1
10,2001,3,1981,20,1
10,2001,10,1976,25,0
10,2001,10,1976,25,0
10,2001,10,1976,25,0
10,2001,10,1976,25,0
10,2001,7,1976,25,0
10,2001,7,1976,25,0
10,2001,7,1976,25,0
10,2001,9,1983,18,0
10,2001,6,1971,30,0
10,2001,6,1971,30,0
10,2001,6,1971,30,0
10,2001,6,1971,30,0
10,2001,6,1971,30,0
10,2001,5,1979,22,0
10,2001,10,1978,23,0
10,2001,10,1978,23,0
10,2001,3,1981,20,1
10,2001,8,1966,35,0
10,2001,8,1966,35,0
10,2001,8,1966,35,0
10,2001,8,1966,35,0
10,2001,8,1966,35,0
10,2001,8,1966,35,0
10,2001,8,1966,35,0
10,2001,8,1966,35,0
10,2001,6,1971,30,0
10,2001,6,1971,30,0
10,2001,6,1971,30,0
10,2001,6,1971,30,0
10,2001,8,1979,22,0
10,2001,7,1956,45,0
10,2001,7,1956,45,0
10,2001,7,1956,45,0
10,2001,7,1956,45,0
10,2001,7,1956,45,0
10,2001,7,1956,45,0
10,2001,7,1956,45,0
10,2001,7,1956,45,0
10,2001,7,1956,45,0
10,2001,7,1956,45,0
10,2001,7,1981,20,0
10,2001,7,1981,20,0
10,2001,2,1964,37,0
10,2001,2,1964,37,0
10,2001,2,1964,37,0
10,2001,2,1964,37,0
10,2001,2,1964,37,0
10,2001,6,1977,24,0
10,2001,6,1977,24,0
10,2001,6,1977,24,0
10,2001,6,1984,17,0
10,2001,6,1952,49,0
10,2001,6,1952,49,0
10,2001,6,1952,49,0
10,2001,6,1952,49,0
10,2001,6,1952,49,0
10,2001,6,1952,49,0
10,2001,6,1952,49,0
10,2001,6,1952,49,0
10,2001,6,1952,49,0
10,2001,1,1954,47,0
10,2001,1,1954,47,0
10,2001,1,1954,47,0
10,2001,1,1954,47,0
10,2001,1,1954,47,0
10,2001,1,1954,47,0
10,2001,1,1954,47,0
10,2001,1,1954,47,0
10,2001,1,1954,47,0
10,2001,1,1954,47,0
10,2001,5,1981,20,0
10,2001,8,1971,30,0
10,2001,8,1971,30,0
10,2001,8,1971,30,0
10,2001,8,1971,30,0
10,2001,8,1971,30,0
10,2001,10,1980,21,0
10,2001,2,1971,30,1
10,2001,2,1971,30,1
10,2001,2,1971,30,1
10,2001,2,1971,30,1
10,2001,2,1971,30,1
10,2001,6,1956,45,0
10,2001,6,1956,45,0
10,2001,6,1956,45,0
10,2001,6,1956,45,0
10,2001,6,1956,45,0
10,2001,6,1956,45,0
10,2001,6,1976,25,0
10,2001,6,1976,25,0
10,2001,7,1952,49,0
10,2001,7,1952,49,0
10,2001,7,1952,49,0
10,2001,7,1952,49,0
10,2001,7,1952,49,0
10,2001,7,1952,49,0
10,2001,7,1952,49,0
10,2001,1,1972,29,1
10,2001,1,1972,29,1
10,2001,1,1972,29,1
10,2001,1,1972,29,1
10,2001,5,1976,25,1
10,2001,5,1976,25,1
10,2001,5,1976,25,1
10,2001,5,1976,25,1
10,2001,10,1952,49,0
10,2001,10,1952,49,0
10,2001,10,1952,49,0
10,2001,10,1952,49,0
10,2001,10,1952,49,0
10,2001,10,1952,49,0
10,2001,10,1952,49,0
10,2001,10,1952,49,0
10,2001,7,1966,35,0
10,2001,7,1966,35,0
10,2001,7,1966,35,0
10,2001,7,1966,35,0
10,2001,7,1966,35,0
10,2001,3,1975,26,0
10,2001,3,1975,26,0
10,2001,3,1975,26,0
10,2001,3,1976,25,0
10,2001,3,1976,25,0
10,2001,3,1976,25,0
10,2001,3,1976,25,0
10,2001,3,1974,27,0
10,2001,3,1974,27,0
10,2001,8,1973,28,0
10,2001,8,1973,28,0
10,2001,8,1973,28,0
10,2001,8,1973,28,0
10,2001,12,1970,30,0
10,2001,12,1970,30,0
10,2001,12,1970,30,0
10,2001,12,1970,30,0
10,2001,12,1970,30,0
10,2001,12,1970,30,0
10,2001,11,1955,45,1
10,2001,11,1955,45,1
10,2001,11,1955,45,1
10,2001,11,1955,45,1
10,2001,11,1955,45,1
10,2001,11,1955,45,1
10,2001,11,1955,45,1
10,2001,7,1967,34,0
10,2001,7,1967,34,0
10,2001,7,1967,34,0
10,2001,7,1967,34,0
10,2001,7,1967,34,0
10,2001,7,1967,34,0
10,2001,2,1952,49,0
10,2001,2,1952,49,0
10,2001,5,1973,28,0
10,2001,5,1973,28,0
10,2001,5,1973,28,0
10,2001,5,1973,28,0
10,2001,5,1973,28,0
10,2001,5,1973,28,0
10,2001,5,1973,28,0
10,2001,4,1974,27,0
10,2001,4,1974,27,0
10,2001,4,1974,27,0
10,2001,4,1974,27,0
10,2001,4,1971,30,0
10,2001,4,1971,30,0
10,2001,4,1971,30,0
10,2001,4,1971,30,0
10,2001,2,1952,49,0
10,2001,2,1952,49,0
10,2001,2,1952,49,0
10,2001,2,1952,49,0
10,2001,2,1952,49,0
10,2001,2,1952,49,0
10,2001,9,1956,45,0
10,2001,9,1956,45,0
10,2001,9,1956,45,0
10,2001,9,1956,45,0
10,2001,9,1956,45,0
10,2001,9,1956,45,0
10,2001,9,1956,45,0
10,2001,9,1956,45,0
10,2001,9,1956,45,0
10,2001,9,1956,45,0
10,2001,9,1956,45,0
10,2001,2,1970,31,0
10,2001,2,1970,31,0
10,2001,2,1970,31,0
10,2001,2,1970,31,0
10,2001,2,1970,31,0
10,2001,1,1962,39,0
10,2001,1,1962,39,0
10,2001,1,1962,39,0
10,2001,1,1962,39,0
10,2001,1,1962,39,0
10,2001,1,1962,39,0
10,2001,1,1962,39,0
10,2001,11,1965,35,0
10,2001,11,1965,35,0
10,2001,11,1965,35,0
10,2001,11,1965,35,0
10,2001,11,1965,35,0
10,2001,11,1965,35,0
10,2001,11,1965,35,0
10,2001,11,1965,35,0
10,2001,11,1965,35,0
10,2001,10,1971,30,0
10,2001,10,1971,30,0
10,2001,10,1971,30,0
10,2001,10,1971,30,0
10,2001,10,1971,30,0
10,2001,9,1963,38,1
10,2001,9,1963,38,1
10,2001,9,1963,38,1
10,2001,9,1963,38,1
10,2001,9,1963,38,1
10,2001,9,1963,38,1
10,2001,9,1963,38,1
10,2001,12,1974,26,0
10,2001,12,1974,26,0
10,2001,12,1974,26,0
10,2001,12,1974,26,0
10,2001,12,1974,26,0
10,2001,12,1974,26,0
10,2001,2,1976,25,0
10,2001,2,1976,25,0
10,2001,7,1957,44,0
10,2001,7,1957,44,0
10,2001,7,1957,44,0
10,2001,7,1957,44,0
10,2001,7,1957,44,0
10,2001,7,1957,44,0
10,2001,7,1957,44,0
10,2001,1,1966,35,0
10,2001,1,1966,35,0
10,2001,1,1966,35,0
10,2001,1,1966,35,0
10,2001,3,1978,23,0
10,2001,4,1976,25,0
10,2001,4,1976,25,0
10,2001,4,1976,25,0
10,2001,4,1976,25,0
10,2001,4,1976,25,0
10,2001,5,1961,40,0
10,2001,5,1961,40,0
10,2001,5,1961,40,0
10,2001,5,1961,40,0
10,2001,5,1961,40,0
10,2001,5,1961,40,0
10,2001,5,1961,40,0
10,2001,5,1961,40,0
10,2001,5,1961,40,0
10,2001,5,1961,40,0
10,2001,12,1970,30,0
10,2001,12,1970,30,0
10,2001,12,1970,30,0
10,2001,12,1970,30,0
10,2001,12,1970,30,0
10,2001,12,1970,30,0
10,2001,12,1970,30,0
10,2001,10,1971,30,0
10,2001,10,1971,30,0
10,2001,10,1971,30,0
10,2001,12,1975,25,0
10,2001,12,1975,25,0
8,2001,6,1954,47,1
8,2001,6,1954,47,1
8,2001,6,1954,47,1
8,2001,6,1954,47,1
8,2001,6,1954,47,1
8,2001,6,1954,47,1
8,2001,6,1954,47,1
8,2001,6,1954,47,1
8,2001,6,1954,47,1
8,2001,6,1954,47,1
8,2001,4,1956,45,0
8,2001,4,1956,45,0
8,2001,4,1956,45,0
8,2001,4,1956,45,0
8,2001,4,1956,45,0
8,2001,1,1969,32,2
8,2001,1,1969,32,2
8,2001,1,1969,32,2
8,2001,1,1969,32,2
8,2001,1,1969,32,2
8,2001,1,1969,32,2
8,2001,5,1964,37,2
8,2001,5,1964,37,2
8,2001,5,1964,37,2
8,2001,5,1964,37,2
8,2001,5,1964,37,2
8,2001,5,1964,37,2
8,2001,2,1961,40,0
8,2001,2,1961,40,0
8,2001,2,1961,40,0
8,2001,2,1961,40,0
8,2001,2,1961,40,0
8,2001,2,1961,40,0
8,2001,2,1961,40,0
8,2001,2,1961,40,0
8,2001,2,1961,40,0
8,2001,2,1961,40,0
8,2001,10,1972,28,0
8,2001,10,1972,28,0
8,2001,10,1972,28,0
8,2001,10,1972,28,0
8,2001,10,1972,28,0
8,2001,10,1972,28,0
8,2001,1,1982,19,0
8,2001,1,1982,19,0
8,2001,1,1982,19,0
8,2001,10,1972,28,0
8,2001,10,1972,28,0
8,2001,10,1972,28,0
8,2001,10,1972,28,0
8,2001,1,1984,17,0
8,2001,10,1961,39,0
8,2001,10,1961,39,0
8,2001,10,1961,39,0
8,2001,10,1961,39,0
8,2001,10,1961,39,0
8,2001,10,1961,39,0
8,2001,10,1961,39,0
8,2001,10,1961,39,0
8,2001,10,1961,39,0
8,2001,12,1982,18,0
8,2001,9,1960,40,1
8,2001,9,1960,40,1
8,2001,9,1960,40,1
8,2001,9,1960,40,1
8,2001,9,1960,40,1
8,2001,9,1960,40,1
8,2001,9,1960,40,1
8,2001,9,1960,40,1
8,2001,9,1973,27,1
8,2001,9,1973,27,1
8,2001,9,1973,27,1
8,2001,9,1973,27,1
8,2001,9,1973,27,1
8,2001,4,1976,25,1
8,2001,4,1976,25,1
8,2001,4,1976,25,1
8,2001,11,1952,48,2
8,2001,11,1952,48,2
8,2001,11,1952,48,2
8,2001,11,1952,48,2
8,2001,6,1971,30,0
8,2001,6,1971,30,0
8,2001,6,1971,30,0
8,2001,6,1971,30,0
8,2001,1,1984,17,0
8,2001,1,1968,33,1
8,2001,1,1968,33,1
8,2001,8,1964,37,0
8,2001,8,1964,37,0
8,2001,8,1964,37,0
8,2001,8,1964,37,0
8,2001,8,1964,37,0
8,2001,8,1964,37,0
8,2001,8,1964,37,0
